MedicineID,Medicine Name,Category,Manufacturer,Batch No,Unit Price (?),Stock Quantity,Reorder Level,Manufacture Date,Expiry Date,Supplier,Stock Value (?)
MED0972,Azithromycin 500mg,Antibiotic,SunPharma Ltd,B26110,32.63,1893,150,2025-03-15,2027-11-30,SunPharma Ltd,61768.59
MED0973,Cetirizine Syrup,Antihistamine,Micro Labs,B36885,151.85,905,150,2025-03-15,2027-11-30,Micro Labs,137424.25
MED0974,Ranitidine 150mg,Analgesic,Abbott India,B39622,207.49,1049,150,2025-03-15,2027-11-30,Abbott India,217657.01
MED0975,Atorvastatin 10mg,Antidiabetic,Zydus Healthcare,B81637,115.72,1877,150,2025-03-15,2027-11-30,Zydus Healthcare,217206.44
MED0976,Diclofenac 50mg,Antihistamine,Zydus Healthcare,B80259,213.11,589,150,2025-03-15,2027-11-30,Zydus Healthcare,125521.79
MED0977,Ranitidine 150mg,Cardiovascular,Micro Labs,B92979,35.95,1738,150,2025-03-15,2027-11-30,Micro Labs,62481.1
MED0978,Atorvastatin 10mg,Antihistamine,SunPharma Ltd,B88271,6.67,1229,150,2025-03-15,2027-11-30,SunPharma Ltd,8197.43
MED0979,Amoxicillin 500mg,Vitamin,Abbott India,B86159,214.79,484,150,2025-03-15,2027-11-30,Abbott India,103958.36
MED0980,Amoxicillin 500mg,Vitamin,Micro Labs,B77745,237.25,1838,150,2025-03-15,2027-11-30,Micro Labs,436065.5
MED0981,Pantoprazole 40mg,Anti-inflammatory,Zydus Healthcare,B87737,157.56,605,150,2025-03-15,2027-11-30,Zydus Healthcare,95323.8
MED0982,Azithromycin 500mg,Cardiovascular,Zydus Healthcare,B62362,230.4,1046,150,2025-03-15,2027-11-30,Zydus Healthcare,240998.4
MED0983,Cetirizine Syrup,Cardiovascular,Zydus Healthcare,B29335,21.25,1259,150,2025-03-15,2027-11-30,Zydus Healthcare,26753.75
MED0984,Telmisartan 40mg,Anti-inflammatory,Zydus Healthcare,B56095,210.52,1368,150,2025-03-15,2027-11-30,Zydus Healthcare,287991.36
MED0985,Telmisartan 40mg,Antidiabetic,Abbott India,B68153,56.72,1666,150,2025-03-15,2027-11-30,Abbott India,94495.52
MED0986,Vitamin D3 Capsule,Anti-inflammatory,Micro Labs,B62233,141.82,1809,150,2025-03-15,2027-11-30,Micro Labs,256552.38
MED0987,Diclofenac 50mg,Anti-inflammatory,Cipla TN,B63762,85.88,396,150,2025-03-15,2027-11-30,Cipla TN,34008.48
MED0988,Telmisartan 40mg,Cardiovascular,Abbott India,B76019,127.83,1579,150,2025-03-15,2027-11-30,Abbott India,201843.57
MED0989,Cetirizine Syrup,Antihistamine,Micro Labs,B48439,237.3,1546,150,2025-03-15,2027-11-30,Micro Labs,366865.8
MED0990,Azithromycin 500mg,Antidiabetic,Cipla TN,B51357,203.06,208,150,2025-03-15,2027-11-30,Cipla TN,42236.48
MED0991,Telmisartan 40mg,Antibiotic,Zydus Healthcare,B36727,140.19,1387,150,2025-03-15,2027-11-30,Zydus Healthcare,194443.53
MED0992,Cetirizine Syrup,Analgesic,Abbott India,B77957,22.01,1055,150,2025-03-15,2027-11-30,Abbott India,23220.55
MED0993,Diclofenac 50mg,Antidiabetic,Abbott India,B44572,119.8,1913,150,2025-03-15,2027-11-30,Abbott India,229177.4
MED0994,Cetirizine Syrup,Analgesic,Cipla TN,B29459,209.31,1365,150,2025-03-15,2027-11-30,Cipla TN,285708.15
MED0995,Cetirizine Syrup,Antacid,Abbott India,B35362,70.6,419,150,2025-03-15,2027-11-30,Abbott India,29581.4
MED0996,Ranitidine 150mg,Antihistamine,Cipla TN,B98611,57.38,1556,150,2025-03-15,2027-11-30,Cipla TN,89283.28
MED0997,Pantoprazole 40mg,Antihistamine,Cipla TN,B99359,23.27,117,150,2025-03-15,2027-11-30,Cipla TN,2722.59
MED0998,Pantoprazole 40mg,Antihistamine,Cipla TN,B23303,230.15,220,150,2025-03-15,2027-11-30,Cipla TN,50633
MED0999,Ranitidine 150mg,Antidiabetic,SunPharma Ltd,B41227,83.75,1277,150,2025-03-15,2027-11-30,SunPharma Ltd,106948.75
MED1000,Atorvastatin 10mg,Analgesic,Cipla TN,B10337,93.07,776,150,2025-03-15,2027-11-30,Cipla TN,72222.32
MED1001,Metformin 500mg,Antacid,Reddy Laboratories,B54388,14.63,365,150,2025-03-15,2027-11-30,Reddy Laboratories,5339.95
MED1002,Metformin 500mg,Analgesic,Zydus Healthcare,B71088,211.75,1588,150,2025-03-15,2027-11-30,Zydus Healthcare,336259
MED1003,Telmisartan 40mg,Anti-inflammatory,Micro Labs,B15379,112.37,1153,150,2025-03-15,2027-11-30,Micro Labs,129562.61
MED1004,Paracetamol 650mg,Anti-inflammatory,Reddy Laboratories,B38359,212.08,1589,150,2025-03-15,2027-11-30,Reddy Laboratories,336995.12
MED1005,Telmisartan 40mg,Antacid,Zydus Healthcare,B24133,82.91,387,150,2025-03-15,2027-11-30,Zydus Healthcare,32086.17
MED1006,Telmisartan 40mg,Antacid,Micro Labs,B94539,61.26,99,150,2025-03-15,2027-11-30,Micro Labs,6064.74
MED1007,Atorvastatin 10mg,Antacid,Cipla TN,B90375,150.9,510,150,2025-03-15,2027-11-30,Cipla TN,76959
MED1008,Diclofenac 50mg,Cardiovascular,Abbott India,B94293,75.98,1885,150,2025-03-15,2027-11-30,Abbott India,143222.3
MED1009,Diclofenac 50mg,Antacid,SunPharma Ltd,B91313,124.07,339,150,2025-03-15,2027-11-30,SunPharma Ltd,42059.73
MED1010,Amoxicillin 500mg,Antibiotic,Cipla TN,B33549,48.84,1056,150,2025-03-15,2027-11-30,Cipla TN,51575.04
MED1011,Telmisartan 40mg,Antibiotic,Micro Labs,B77967,215.24,335,150,2025-03-15,2027-11-30,Micro Labs,72105.4
MED1012,Diclofenac 50mg,Antihistamine,Reddy Laboratories,B35490,76.1,670,150,2025-03-15,2027-11-30,Reddy Laboratories,50987
MED1013,Diclofenac 50mg,Vitamin,Micro Labs,B93998,244.33,172,150,2025-03-15,2027-11-30,Micro Labs,42024.76
MED1014,Vitamin D3 Capsule,Cardiovascular,Zydus Healthcare,B19009,36.22,1966,150,2025-03-15,2027-11-30,Zydus Healthcare,71208.52
MED1015,Metformin 500mg,Anti-inflammatory,Cipla TN,B78861,48.76,40,150,2025-03-15,2027-11-30,Cipla TN,1950.4
MED1016,Atorvastatin 10mg,Antihistamine,SunPharma Ltd,B31198,86.69,1221,150,2025-03-15,2027-11-30,SunPharma Ltd,105848.49
MED1017,Metformin 500mg,Antihistamine,Abbott India,B65186,241.36,1764,150,2025-03-15,2027-11-30,Abbott India,425759.04
MED1018,Vitamin D3 Capsule,Vitamin,Cipla TN,B10761,198.03,326,150,2025-03-15,2027-11-30,Cipla TN,64557.78
MED1019,Vitamin D3 Capsule,Antihistamine,Micro Labs,B93853,104.43,26,150,2025-03-15,2027-11-30,Micro Labs,2715.18
MED1020,Amoxicillin 500mg,Antacid,Cipla TN,B79980,65.25,519,150,2025-03-15,2027-11-30,Cipla TN,33864.75
MED1021,Cefixime 200mg,Antacid,Zydus Healthcare,B49992,29.84,252,150,2025-03-15,2027-11-30,Zydus Healthcare,7519.68
MED1022,Azithromycin 500mg,Cardiovascular,Cipla TN,B79214,137.63,29,150,2025-03-15,2027-11-30,Cipla TN,3991.27
MED1023,Cetirizine Syrup,Antihistamine,Zydus Healthcare,B25958,113.14,959,150,2025-03-15,2027-11-30,Zydus Healthcare,108501.26
MED1024,Diclofenac 50mg,Antidiabetic,Reddy Laboratories,B59887,82,1396,150,2025-03-15,2027-11-30,Reddy Laboratories,114472
MED1025,Paracetamol 650mg,Antidiabetic,Micro Labs,B63570,151.07,1994,150,2025-03-15,2027-11-30,Micro Labs,301233.58
MED1026,Diclofenac 50mg,Antacid,Cipla TN,B10789,113.79,1394,150,2025-03-15,2027-11-30,Cipla TN,158623.26
MED1027,Pantoprazole 40mg,Anti-inflammatory,Abbott India,B10860,174.16,28,150,2025-03-15,2027-11-30,Abbott India,4876.48
MED1028,Atorvastatin 10mg,Anti-inflammatory,Reddy Laboratories,B31016,96.74,1780,150,2025-03-15,2027-11-30,Reddy Laboratories,172197.2
MED1029,Cefixime 200mg,Antidiabetic,SunPharma Ltd,B87702,52.18,614,150,2025-03-15,2027-11-30,SunPharma Ltd,32038.52
MED1030,Pantoprazole 40mg,Antibiotic,Cipla TN,B69736,25.98,1776,150,2025-03-15,2027-11-30,Cipla TN,46140.48
MED1031,Azithromycin 500mg,Antihistamine,SunPharma Ltd,B30494,241.6,23,150,2025-03-15,2027-11-30,SunPharma Ltd,5556.8
MED1032,Vitamin D3 Capsule,Analgesic,SunPharma Ltd,B37156,241.19,1180,150,2025-03-15,2027-11-30,SunPharma Ltd,284604.2
MED1033,Amoxicillin 500mg,Antihistamine,Reddy Laboratories,B15335,9.05,1222,150,2025-03-15,2027-11-30,Reddy Laboratories,11059.1
MED1034,Atorvastatin 10mg,Anti-inflammatory,Micro Labs,B30557,200.46,793,150,2025-03-15,2027-11-30,Micro Labs,158964.78
MED1035,Amoxicillin 500mg,Cardiovascular,Cipla TN,B82257,227.66,596,150,2025-03-15,2027-11-30,Cipla TN,135685.36
MED1036,Diclofenac 50mg,Antidiabetic,Zydus Healthcare,B43124,67.95,562,150,2025-03-15,2027-11-30,Zydus Healthcare,38187.9
MED1037,Azithromycin 500mg,Vitamin,Cipla TN,B11691,221.61,876,150,2025-03-15,2027-11-30,Cipla TN,194130.36
MED1038,Telmisartan 40mg,Antacid,Cipla TN,B49705,233.68,36,150,2025-03-15,2027-11-30,Cipla TN,8412.48
MED1039,Vitamin D3 Capsule,Antacid,Reddy Laboratories,B23771,236.2,576,150,2025-03-15,2027-11-30,Reddy Laboratories,136051.2
MED1040,Metformin 500mg,Antidiabetic,Reddy Laboratories,B30936,152.13,1070,150,2025-03-15,2027-11-30,Reddy Laboratories,162779.1
MED1041,Diclofenac 50mg,Antacid,Zydus Healthcare,B94488,91.03,96,150,2025-03-15,2027-11-30,Zydus Healthcare,8738.88
MED1042,Pantoprazole 40mg,Antacid,Abbott India,B80298,19.2,1008,150,2025-03-15,2027-11-30,Abbott India,19353.6
MED1043,Atorvastatin 10mg,Analgesic,Cipla TN,B80949,24.97,570,150,2025-03-15,2027-11-30,Cipla TN,14232.9
MED1044,Atorvastatin 10mg,Anti-inflammatory,Reddy Laboratories,B22029,107.17,720,150,2025-03-15,2027-11-30,Reddy Laboratories,77162.4
MED1045,Diclofenac 50mg,Antacid,Cipla TN,B69336,117.63,56,150,2025-03-15,2027-11-30,Cipla TN,6587.28
MED1046,Amoxicillin 500mg,Analgesic,SunPharma Ltd,B78882,243.21,124,150,2025-03-15,2027-11-30,SunPharma Ltd,30158.04
MED1047,Telmisartan 40mg,Anti-inflammatory,Cipla TN,B20535,50.27,905,150,2025-03-15,2027-11-30,Cipla TN,45494.35
MED1048,Metformin 500mg,Vitamin,SunPharma Ltd,B98640,133.06,776,150,2025-03-15,2027-11-30,SunPharma Ltd,103254.56
MED1049,Pantoprazole 40mg,Antibiotic,Zydus Healthcare,B78719,103.26,1908,150,2025-03-15,2027-11-30,Zydus Healthcare,197020.08
MED1050,Pantoprazole 40mg,Antibiotic,Reddy Laboratories,B94454,151.07,1172,150,2025-03-15,2027-11-30,Reddy Laboratories,177054.04
MED1051,Ranitidine 150mg,Analgesic,SunPharma Ltd,B59178,104.18,1626,150,2025-03-15,2027-11-30,SunPharma Ltd,169396.68
MED1052,Diclofenac 50mg,Anti-inflammatory,Cipla TN,B24184,122.15,1869,150,2025-03-15,2027-11-30,Cipla TN,228298.35
MED1053,Cefixime 200mg,Antidiabetic,Zydus Healthcare,B25674,129.71,896,150,2025-03-15,2027-11-30,Zydus Healthcare,116220.16
MED1054,Atorvastatin 10mg,Analgesic,Cipla TN,B84499,82.11,1775,150,2025-03-15,2027-11-30,Cipla TN,145745.25
MED1055,Pantoprazole 40mg,Cardiovascular,Zydus Healthcare,B67315,158.61,1916,150,2025-03-15,2027-11-30,Zydus Healthcare,303896.76
MED1056,Pantoprazole 40mg,Antidiabetic,Micro Labs,B86029,245.3,1622,150,2025-03-15,2027-11-30,Micro Labs,397876.6
MED1057,Azithromycin 500mg,Anti-inflammatory,SunPharma Ltd,B18065,25.75,873,150,2025-03-15,2027-11-30,SunPharma Ltd,22479.75
MED1058,Azithromycin 500mg,Vitamin,Reddy Laboratories,B95733,225.63,145,150,2025-03-15,2027-11-30,Reddy Laboratories,32716.35
MED1059,Atorvastatin 10mg,Vitamin,Abbott India,B19849,28.7,795,150,2025-03-15,2027-11-30,Abbott India,22816.5
MED1060,Atorvastatin 10mg,Vitamin,Reddy Laboratories,B55052,131.25,1143,150,2025-03-15,2027-11-30,Reddy Laboratories,150018.75
MED1061,Ranitidine 150mg,Anti-inflammatory,Micro Labs,B63164,88.76,1798,150,2025-03-15,2027-11-30,Micro Labs,159590.48
MED1062,Ranitidine 150mg,Vitamin,Abbott India,B85285,218.74,915,150,2025-03-15,2027-11-30,Abbott India,200147.1
MED1063,Atorvastatin 10mg,Antibiotic,Abbott India,B11706,48.35,394,150,2025-03-15,2027-11-30,Abbott India,19049.9
MED1064,Azithromycin 500mg,Antibiotic,Zydus Healthcare,B60627,234.66,873,150,2025-03-15,2027-11-30,Zydus Healthcare,204858.18
MED1065,Pantoprazole 40mg,Anti-inflammatory,Zydus Healthcare,B51221,115.88,1632,150,2025-03-15,2027-11-30,Zydus Healthcare,189116.16
MED1066,Azithromycin 500mg,Antibiotic,Micro Labs,B27021,183.81,640,150,2025-03-15,2027-11-30,Micro Labs,117638.4
MED1067,Vitamin D3 Capsule,Anti-inflammatory,Reddy Laboratories,B31526,141.33,1985,150,2025-03-15,2027-11-30,Reddy Laboratories,280540.05
MED1068,Azithromycin 500mg,Antibiotic,SunPharma Ltd,B30336,205.02,900,150,2025-03-15,2027-11-30,SunPharma Ltd,184518
MED1069,Cetirizine Syrup,Antidiabetic,SunPharma Ltd,B47952,186.95,955,150,2025-03-15,2027-11-30,SunPharma Ltd,178537.25
MED1070,Amoxicillin 500mg,Antacid,Micro Labs,B69966,228.29,1479,150,2025-03-15,2027-11-30,Micro Labs,337640.91
MED1071,Pantoprazole 40mg,Analgesic,SunPharma Ltd,B44261,217.14,1645,150,2025-03-15,2027-11-30,SunPharma Ltd,357195.3
MED1072,Pantoprazole 40mg,Antibiotic,Reddy Laboratories,B39825,62.68,1739,150,2025-03-15,2027-11-30,Reddy Laboratories,109000.52
MED1073,Paracetamol 650mg,Anti-inflammatory,Reddy Laboratories,B77083,38.51,1802,150,2025-03-15,2027-11-30,Reddy Laboratories,69395.02
MED1074,Ranitidine 150mg,Cardiovascular,Zydus Healthcare,B37279,49.67,452,150,2025-03-15,2027-11-30,Zydus Healthcare,22450.84
MED1075,Paracetamol 650mg,Antacid,Abbott India,B22795,234.6,1115,150,2025-03-15,2027-11-30,Abbott India,261579
MED1076,Ranitidine 150mg,Vitamin,Micro Labs,B94013,138.67,1152,150,2025-03-15,2027-11-30,Micro Labs,159747.84
MED1077,Diclofenac 50mg,Antihistamine,Reddy Laboratories,B94066,58.6,1257,150,2025-03-15,2027-11-30,Reddy Laboratories,73660.2
MED1078,Metformin 500mg,Vitamin,Zydus Healthcare,B54420,155.88,1954,150,2025-03-15,2027-11-30,Zydus Healthcare,304589.52
MED1079,Cefixime 200mg,Anti-inflammatory,SunPharma Ltd,B83699,125.08,758,150,2025-03-15,2027-11-30,SunPharma Ltd,94810.64
MED1080,Diclofenac 50mg,Cardiovascular,Reddy Laboratories,B23028,133.68,1443,150,2025-03-15,2027-11-30,Reddy Laboratories,192900.24
MED1081,Atorvastatin 10mg,Antihistamine,Cipla TN,B45212,35.83,980,150,2025-03-15,2027-11-30,Cipla TN,35113.4
MED1082,Pantoprazole 40mg,Analgesic,Cipla TN,B45375,198.39,190,150,2025-03-15,2027-11-30,Cipla TN,37694.1
MED1083,Atorvastatin 10mg,Analgesic,Zydus Healthcare,B78109,5.67,1255,150,2025-03-15,2027-11-30,Zydus Healthcare,7115.85
MED1084,Vitamin D3 Capsule,Cardiovascular,Cipla TN,B94343,119.62,1539,150,2025-03-15,2027-11-30,Cipla TN,184095.18
MED1085,Ranitidine 150mg,Antacid,Zydus Healthcare,B19109,130.28,1826,150,2025-03-15,2027-11-30,Zydus Healthcare,237891.28
MED1086,Ranitidine 150mg,Antacid,Micro Labs,B56408,212.11,1523,150,2025-03-15,2027-11-30,Micro Labs,323043.53
MED1087,Paracetamol 650mg,Antibiotic,Reddy Laboratories,B85623,247.64,440,150,2025-03-15,2027-11-30,Reddy Laboratories,108961.6
MED1088,Amoxicillin 500mg,Vitamin,SunPharma Ltd,B85578,213.28,49,150,2025-03-15,2027-11-30,SunPharma Ltd,10450.72
MED1089,Metformin 500mg,Antidiabetic,Micro Labs,B40241,148.14,453,150,2025-03-15,2027-11-30,Micro Labs,67107.42
MED1090,Telmisartan 40mg,Vitamin,Abbott India,B64520,165.33,709,150,2025-03-15,2027-11-30,Abbott India,117218.97
MED1091,Pantoprazole 40mg,Vitamin,Zydus Healthcare,B17582,40.54,531,150,2025-03-15,2027-11-30,Zydus Healthcare,21526.74
MED1092,Paracetamol 650mg,Antacid,Zydus Healthcare,B97488,105.77,118,150,2025-03-15,2027-11-30,Zydus Healthcare,12480.86
MED1093,Amoxicillin 500mg,Antidiabetic,Cipla TN,B57543,233.26,52,150,2025-03-15,2027-11-30,Cipla TN,12129.52
MED1094,Telmisartan 40mg,Antibiotic,Zydus Healthcare,B29569,191.33,1599,150,2025-03-15,2027-11-30,Zydus Healthcare,305936.67
MED1095,Pantoprazole 40mg,Anti-inflammatory,SunPharma Ltd,B69937,47.95,432,150,2025-03-15,2027-11-30,SunPharma Ltd,20714.4
MED1096,Paracetamol 650mg,Antihistamine,Micro Labs,B20376,130.19,738,150,2025-03-15,2027-11-30,Micro Labs,96080.22
MED1097,Metformin 500mg,Antacid,Cipla TN,B97350,109.75,1909,150,2025-03-15,2027-11-30,Cipla TN,209512.75
MED1098,Cetirizine Syrup,Antihistamine,Abbott India,B57609,94.42,198,150,2025-03-15,2027-11-30,Abbott India,18695.16
MED1099,Telmisartan 40mg,Analgesic,Micro Labs,B96462,127.84,1415,150,2025-03-15,2027-11-30,Micro Labs,180893.6
MED1100,Azithromycin 500mg,Antibiotic,Abbott India,B11283,53.1,146,150,2025-03-15,2027-11-30,Abbott India,7752.6
MED1101,Cetirizine Syrup,Cardiovascular,Micro Labs,B27949,22.28,1359,150,2025-03-15,2027-11-30,Micro Labs,30278.52
MED1102,Pantoprazole 40mg,Vitamin,SunPharma Ltd,B26832,64.81,1855,150,2025-03-15,2027-11-30,SunPharma Ltd,120222.55
MED1103,Telmisartan 40mg,Cardiovascular,Cipla TN,B98154,222.43,547,150,2025-03-15,2027-11-30,Cipla TN,121669.21
MED1104,Azithromycin 500mg,Anti-inflammatory,Abbott India,B77166,179.25,380,150,2025-03-15,2027-11-30,Abbott India,68115
MED1105,Ranitidine 150mg,Cardiovascular,SunPharma Ltd,B13901,164.94,474,150,2025-03-15,2027-11-30,SunPharma Ltd,78181.56
MED1106,Telmisartan 40mg,Antihistamine,Reddy Laboratories,B97597,117.18,248,150,2025-03-15,2027-11-30,Reddy Laboratories,29060.64
MED1107,Azithromycin 500mg,Antidiabetic,Zydus Healthcare,B68566,188.78,1075,150,2025-03-15,2027-11-30,Zydus Healthcare,202938.5
MED1108,Vitamin D3 Capsule,Analgesic,Abbott India,B24141,141.74,1189,150,2025-03-15,2027-11-30,Abbott India,168528.86
MED1109,Metformin 500mg,Cardiovascular,Zydus Healthcare,B58095,118.58,1968,150,2025-03-15,2027-11-30,Zydus Healthcare,233365.44
MED1110,Pantoprazole 40mg,Vitamin,Reddy Laboratories,B27747,222.43,1370,150,2025-03-15,2027-11-30,Reddy Laboratories,304729.1
MED1111,Paracetamol 650mg,Vitamin,Zydus Healthcare,B31215,168.4,1723,150,2025-03-15,2027-11-30,Zydus Healthcare,290153.2
MED1112,Diclofenac 50mg,Antidiabetic,Micro Labs,B45249,129.19,1772,150,2025-03-15,2027-11-30,Micro Labs,228924.68
MED1113,Atorvastatin 10mg,Anti-inflammatory,Micro Labs,B68959,93.07,1988,150,2025-03-15,2027-11-30,Micro Labs,185023.16
MED1114,Cetirizine Syrup,Vitamin,Abbott India,B82540,189.39,1240,150,2025-03-15,2027-11-30,Abbott India,234843.6
MED1115,Atorvastatin 10mg,Antihistamine,Micro Labs,B88701,71.59,1637,150,2025-03-15,2027-11-30,Micro Labs,117192.83
MED1116,Atorvastatin 10mg,Anti-inflammatory,Abbott India,B62909,75.79,724,150,2025-03-15,2027-11-30,Abbott India,54871.96
MED1117,Ranitidine 150mg,Analgesic,Zydus Healthcare,B20283,26.32,238,150,2025-03-15,2027-11-30,Zydus Healthcare,6264.16
MED1118,Vitamin D3 Capsule,Antibiotic,Zydus Healthcare,B32016,40.43,912,150,2025-03-15,2027-11-30,Zydus Healthcare,36872.16
MED1119,Paracetamol 650mg,Cardiovascular,Zydus Healthcare,B92022,214.41,1127,150,2025-03-15,2027-11-30,Zydus Healthcare,241640.07
MED1120,Pantoprazole 40mg,Antibiotic,SunPharma Ltd,B56733,87.51,1341,150,2025-03-15,2027-11-30,SunPharma Ltd,117350.91
MED1121,Azithromycin 500mg,Vitamin,Micro Labs,B46427,28.23,1382,150,2025-03-15,2027-11-30,Micro Labs,39013.86
MED1122,Diclofenac 50mg,Antihistamine,Zydus Healthcare,B39164,227.87,129,150,2025-03-15,2027-11-30,Zydus Healthcare,29395.23
MED1123,Atorvastatin 10mg,Antacid,Micro Labs,B61035,182.19,1968,150,2025-03-15,2027-11-30,Micro Labs,358549.92
MED1124,Ranitidine 150mg,Cardiovascular,Abbott India,B72212,230.46,592,150,2025-03-15,2027-11-30,Abbott India,136432.32
MED1125,Azithromycin 500mg,Antacid,SunPharma Ltd,B39550,7.13,1761,150,2025-03-15,2027-11-30,SunPharma Ltd,12555.93
MED1126,Atorvastatin 10mg,Cardiovascular,Micro Labs,B97165,168.95,964,150,2025-03-15,2027-11-30,Micro Labs,162867.8
MED1127,Ranitidine 150mg,Cardiovascular,Cipla TN,B51760,133.03,1135,150,2025-03-15,2027-11-30,Cipla TN,150989.05
MED1128,Pantoprazole 40mg,Antidiabetic,Abbott India,B79865,206.78,1246,150,2025-03-15,2027-11-30,Abbott India,257647.88
MED1129,Metformin 500mg,Vitamin,Zydus Healthcare,B48438,194.26,1770,150,2025-03-15,2027-11-30,Zydus Healthcare,343840.2
MED1130,Vitamin D3 Capsule,Antacid,Zydus Healthcare,B45780,51.94,339,150,2025-03-15,2027-11-30,Zydus Healthcare,17607.66
MED1131,Cetirizine Syrup,Antidiabetic,Abbott India,B97175,87.61,544,150,2025-03-15,2027-11-30,Abbott India,47659.84
MED1132,Metformin 500mg,Antacid,Reddy Laboratories,B36199,192.08,1827,150,2025-03-15,2027-11-30,Reddy Laboratories,350930.16
MED1133,Paracetamol 650mg,Antacid,Micro Labs,B78140,172.87,379,150,2025-03-15,2027-11-30,Micro Labs,65517.73
MED1134,Diclofenac 50mg,Antidiabetic,Micro Labs,B24959,17.36,1320,150,2025-03-15,2027-11-30,Micro Labs,22915.2
MED1135,Cetirizine Syrup,Vitamin,Zydus Healthcare,B26056,205.47,1838,150,2025-03-15,2027-11-30,Zydus Healthcare,377653.86
MED1136,Atorvastatin 10mg,Antidiabetic,Reddy Laboratories,B12728,174.01,418,150,2025-03-15,2027-11-30,Reddy Laboratories,72736.18
MED1137,Metformin 500mg,Antibiotic,Zydus Healthcare,B46036,200.3,439,150,2025-03-15,2027-11-30,Zydus Healthcare,87931.7
MED1138,Diclofenac 50mg,Vitamin,Zydus Healthcare,B79495,32.71,1626,150,2025-03-15,2027-11-30,Zydus Healthcare,53186.46
MED1139,Atorvastatin 10mg,Analgesic,SunPharma Ltd,B53945,5.24,1026,150,2025-03-15,2027-11-30,SunPharma Ltd,5376.24
MED1140,Vitamin D3 Capsule,Antihistamine,Zydus Healthcare,B27705,40.54,331,150,2025-03-15,2027-11-30,Zydus Healthcare,13418.74
MED1141,Azithromycin 500mg,Vitamin,SunPharma Ltd,B14789,18.65,124,150,2025-03-15,2027-11-30,SunPharma Ltd,2312.6
MED1142,Atorvastatin 10mg,Anti-inflammatory,Cipla TN,B52428,139.99,831,150,2025-03-15,2027-11-30,Cipla TN,116331.69
MED1143,Cefixime 200mg,Cardiovascular,Zydus Healthcare,B53674,61.06,1283,150,2025-03-15,2027-11-30,Zydus Healthcare,78339.98
MED1144,Vitamin D3 Capsule,Analgesic,Cipla TN,B33804,73.29,1895,150,2025-03-15,2027-11-30,Cipla TN,138884.55
MED1145,Ranitidine 150mg,Anti-inflammatory,SunPharma Ltd,B87692,104.01,1603,150,2025-03-15,2027-11-30,SunPharma Ltd,166728.03
MED1146,Paracetamol 650mg,Anti-inflammatory,Reddy Laboratories,B74856,158.72,1325,150,2025-03-15,2027-11-30,Reddy Laboratories,210304
MED1147,Vitamin D3 Capsule,Anti-inflammatory,Abbott India,B50943,167.58,1805,150,2025-03-15,2027-11-30,Abbott India,302481.9
MED1148,Metformin 500mg,Anti-inflammatory,SunPharma Ltd,B44604,243.92,352,150,2025-03-15,2027-11-30,SunPharma Ltd,85859.84
MED1149,Diclofenac 50mg,Cardiovascular,Reddy Laboratories,B85498,152.98,1932,150,2025-03-15,2027-11-30,Reddy Laboratories,295557.36
MED1150,Ranitidine 150mg,Antihistamine,Reddy Laboratories,B61356,248.54,986,150,2025-03-15,2027-11-30,Reddy Laboratories,245060.44
MED1151,Telmisartan 40mg,Anti-inflammatory,Abbott India,B11628,169.45,1669,150,2025-03-15,2027-11-30,Abbott India,282812.05
MED1152,Vitamin D3 Capsule,Antidiabetic,Micro Labs,B38923,33.55,228,150,2025-03-15,2027-11-30,Micro Labs,7649.4
MED1153,Cefixime 200mg,Vitamin,Reddy Laboratories,B48891,19.09,975,150,2025-03-15,2027-11-30,Reddy Laboratories,18612.75
MED1154,Amoxicillin 500mg,Antacid,Cipla TN,B59108,19.33,859,150,2025-03-15,2027-11-30,Cipla TN,16604.47
MED1155,Amoxicillin 500mg,Antibiotic,Reddy Laboratories,B33593,240.63,472,150,2025-03-15,2027-11-30,Reddy Laboratories,113577.36
MED1156,Cefixime 200mg,Antacid,Zydus Healthcare,B22904,44.65,526,150,2025-03-15,2027-11-30,Zydus Healthcare,23485.9
MED1157,Metformin 500mg,Vitamin,Micro Labs,B18025,23.04,956,150,2025-03-15,2027-11-30,Micro Labs,22026.24
MED1158,Pantoprazole 40mg,Antidiabetic,Abbott India,B37290,156.36,1641,150,2025-03-15,2027-11-30,Abbott India,256586.76
MED1159,Azithromycin 500mg,Vitamin,Micro Labs,B86574,180.38,1477,150,2025-03-15,2027-11-30,Micro Labs,266421.26
MED1160,Azithromycin 500mg,Cardiovascular,Reddy Laboratories,B26411,212.4,416,150,2025-03-15,2027-11-30,Reddy Laboratories,88358.4
MED1161,Amoxicillin 500mg,Cardiovascular,Reddy Laboratories,B96995,47.94,830,150,2025-03-15,2027-11-30,Reddy Laboratories,39790.2
MED1162,Metformin 500mg,Vitamin,Micro Labs,B30930,85.66,1370,150,2025-03-15,2027-11-30,Micro Labs,117354.2
MED1163,Cefixime 200mg,Antibiotic,Zydus Healthcare,B24807,33.18,909,150,2025-03-15,2027-11-30,Zydus Healthcare,30160.62
MED1164,Cetirizine Syrup,Antibiotic,Zydus Healthcare,B82721,39.56,1956,150,2025-03-15,2027-11-30,Zydus Healthcare,77379.36
MED1165,Paracetamol 650mg,Antibiotic,Micro Labs,B85772,101.41,319,150,2025-03-15,2027-11-30,Micro Labs,32349.79
