DeptID,Department Name,Branch / City Location,Head of Department,Total Beds,Occupied Beds,Available Beds,ICU Beds,Ventilators Count,Total Doctors,Nursing Staff,Support Staff,Floor No,Block / Wing,Monthly Operating Cost (?),Monthly Revenue (?),Emergency Service (24/7),Equipment Count,Maintenance Status,Department Rating
DEPT0795,Cardiology,Salem,Dr. Anand Natarajan,137,49,88,5,3,13,44,27,Floor 5,Block Emergency Wing,1299781,1548243,Yes,71,Fully Operational,4.3
DEPT0796,Pulmonology,Tiruchirappalli,Dr. Murugan Venkatesh,65,29,36,12,8,11,43,26,Floor 4,Block C,448317,688686,Yes,80,Fully Operational,4.3
DEPT0797,Pathology & Lab,Chennai (Adyar),Dr. Kannan Ganesan,43,27,16,4,3,6,50,10,Floor 1,Block D,777965,1200195,Yes,64,Fully Operational,4.5
DEPT0798,Pediatrics,Madurai,Dr. Murugan Murugesan,100,76,24,23,11,24,32,28,Floor 7,Block Emergency Wing,931796,1607811,Yes,10,Fully Operational,4.7
DEPT0799,Plastic Surgery,Tiruchirappalli,Dr. Mani Chandran,58,13,45,16,3,24,43,20,Floor 6,Block C,387995,565152,Yes,61,Under Maintenance,4.2
DEPT0800,Vascular Surgery,Chennai (Adyar),Dr. Ramesh Swaminathan,142,58,84,7,5,17,46,11,Floor 5,Block A,697152,996585,Yes,27,Fully Operational,4.1
DEPT0801,Cardiology,Vellore,Dr. Vijay Rajesh,62,52,10,16,12,23,22,14,Floor 1,Block C,944240,1552971,No,78,Fully Operational,5
DEPT0802,Cardiology,Coimbatore,Dr. Vignesh Chelliah,49,14,35,23,17,16,37,20,Floor 1,Block A,352499,579185,Yes,33,Fully Operational,4.7
DEPT0803,Pulmonology,Vellore,Dr. Kannan Kumar,56,45,11,17,4,11,17,8,Floor 4,Block C,1299529,2106812,No,26,Fully Operational,4.4
DEPT0804,Cardiothoracic Surgery,Erode,Dr. Vijay Krishnan,102,38,64,22,5,7,20,14,Floor 6,Block D,520079,801405,No,49,Fully Operational,4.8
DEPT0805,Pulmonology,Madurai,Dr. Ashok Subramanian,77,45,32,19,14,9,40,15,Floor 7,Block Specialty Tower,1117126,1970873,Yes,39,Under Maintenance,4.8
DEPT0806,Radiology & Imaging,Thanjavur,Dr. Ramesh Srinivasan,65,16,49,10,6,5,32,20,Floor 1,Block B,815728,1444421,Yes,57,Fully Operational,4.6
DEPT0807,Pathology & Lab,Coimbatore,Dr. Suresh Srinivasan,102,17,85,19,16,17,29,25,Floor 5,Block Specialty Tower,1265701,1697442,Yes,10,Fully Operational,4.8
DEPT0808,Emergency & ICU,Chennai (Main),Dr. Vijay Venkatesh,62,38,24,5,2,24,30,10,Floor 1,Block Emergency Wing,683545,1084852,No,68,Under Maintenance,4.4
DEPT0809,Ophthalmology,Chennai (Adyar),Dr. Anand Subramanian,97,50,47,15,5,17,18,14,Floor 6,Block C,531944,653103,Yes,13,Fully Operational,4.6
DEPT0810,Rheumatology,Erode,Dr. Dinesh Natarajan,103,34,69,12,2,17,17,11,Floor 4,Block C,323814,399953,Yes,19,Fully Operational,4.1
DEPT0811,Nephrology,Tirunelveli,Dr. Aravind Natarajan,58,21,37,23,16,9,44,21,Floor 4,Block Emergency Wing,1092650,1411930,No,67,Fully Operational,4.1
DEPT0812,Pediatrics,Tirunelveli,Dr. Arun Srinivasan,100,96,4,24,5,17,56,24,Floor 6,Block B,1223864,1891965,Yes,16,Fully Operational,4.4
DEPT0813,Pediatrics,Madurai,Dr. Ganesh Rajesh,70,19,51,17,11,16,46,8,Floor 5,Block Emergency Wing,668742,850220,Yes,23,Fully Operational,4.7
DEPT0814,Psychiatry,Coimbatore,Dr. Arun Natarajan,107,14,93,13,5,6,26,12,Floor 5,Block C,1108534,1731952,No,53,Under Maintenance,4.1
DEPT0815,Ophthalmology,Tiruchirappalli,Dr. Ganesh Kumar,105,104,1,7,4,15,31,19,Floor 2,Block Specialty Tower,317352,568667,Yes,82,Fully Operational,4.2
DEPT0816,Plastic Surgery,Erode,Dr. Suresh Natarajan,108,82,26,10,5,8,53,12,Floor 3,Block Emergency Wing,522143,859129,Yes,16,Fully Operational,4.9
DEPT0817,Dermatology,Chennai (Adyar),Dr. Siva Balaji,106,14,92,4,2,7,54,16,Floor 7,Block B,1087937,1651591,No,52,Inspection Due,4.8
DEPT0818,Psychiatry,Vellore,Dr. Karthik Pandian,48,32,16,14,11,6,28,13,Floor 7,Block B,821564,1115319,Yes,23,Fully Operational,4.6
DEPT0819,Urology,Salem,Dr. Senthil Raman,70,42,28,4,3,19,51,13,Floor 3,Block D,942059,1644612,Yes,75,Fully Operational,4.6
DEPT0820,Dermatology,Coimbatore,Dr. Sundar Swaminathan,82,12,70,13,6,19,54,25,Floor 3,Block Specialty Tower,982121,1628971,Yes,55,Under Maintenance,4.4
DEPT0821,Gynecology & Obstetrics,Salem,Dr. Saravanan Natarajan,105,82,23,22,20,21,32,18,Floor 4,Block C,1119409,1727323,Yes,15,Fully Operational,4.4
DEPT0822,Anaesthesiology,Tirunelveli,Dr. Aravind Sundaram,138,32,106,15,5,22,54,16,Floor 5,Block Specialty Tower,735078,1130287,Yes,33,Fully Operational,4.3
DEPT0823,Anaesthesiology,Chennai (Main),Dr. Ganesh Chandran,85,54,31,12,7,10,56,10,Floor 2,Block Emergency Wing,556196,708619,No,45,Fully Operational,4.4
DEPT0824,Psychiatry,Chennai (Adyar),Dr. Karthik Srinivasan,47,11,36,22,16,6,50,8,Floor 3,Block Emergency Wing,532415,653665,Yes,48,Fully Operational,4.9
DEPT0825,Psychiatry,Thanjavur,Dr. Vignesh Pandian,49,23,26,17,12,24,25,13,Floor 5,Block Specialty Tower,1211974,1671655,No,71,Fully Operational,4.6
DEPT0826,Pediatric Surgery,Erode,Dr. Arun Krishnan,107,66,41,13,3,12,47,13,Floor 3,Block C,987933,1160745,No,76,Fully Operational,4.6
DEPT0827,Gastroenterology,Chennai (Adyar),Dr. Karthik Natarajan,108,98,10,20,9,21,23,13,Floor 1,Block Emergency Wing,1000526,1622226,Yes,82,Fully Operational,4.5
DEPT0828,Pathology & Lab,Chennai (Adyar),Dr. Mani Murugesan,72,16,56,6,3,16,50,20,Floor 6,Block Emergency Wing,1061816,1426766,Yes,65,Fully Operational,4.6
DEPT0829,Oncology,Thanjavur,Dr. Kannan Ganesan,129,64,65,4,3,8,35,29,Floor 3,Block Emergency Wing,1392370,2501642,Yes,61,Fully Operational,4.9
DEPT0830,Endocrinology,Thanjavur,Dr. Suresh Kumar,61,58,3,16,13,8,22,12,Floor 7,Block Emergency Wing,1390092,2259810,Yes,14,Fully Operational,4.1
DEPT0831,Cardiothoracic Surgery,Tirunelveli,Dr. Kannan Sundaram,41,40,1,22,21,21,45,14,Floor 6,Block B,318226,584979,Yes,70,Fully Operational,4
DEPT0832,General Medicine,Vellore,Dr. Suresh Srinivasan,118,98,20,9,3,5,17,24,Floor 7,Block D,1028871,1579529,Yes,21,Fully Operational,4.2
DEPT0833,Rheumatology,Salem,Dr. Prakash Ganesan,107,87,20,17,7,21,16,15,Floor 4,Block B,1324483,1611293,Yes,13,Under Maintenance,4.5
DEPT0834,General Medicine,Tirunelveli,Dr. Karthik Natarajan,143,66,77,6,2,5,53,28,Floor 5,Block Specialty Tower,839871,1373675,Yes,63,Fully Operational,4.5
DEPT0835,Gastroenterology,Vellore,Dr. Murugan Kumar,118,83,35,6,4,24,43,19,Floor 1,Block A,929769,1305648,Yes,81,Fully Operational,4.2
DEPT0836,Oncology,Tiruchirappalli,Dr. Siva Chelliah,146,143,3,17,2,11,38,16,Floor 3,Block C,1008481,1858536,Yes,48,Fully Operational,4.6
DEPT0837,Gynecology & Obstetrics,Vellore,Dr. Sundar Natarajan,146,131,15,24,11,14,17,22,Floor 1,Block C,534257,775551,No,78,Inspection Due,4.6
DEPT0838,Pathology & Lab,Salem,Dr. Murugan Raman,66,29,37,12,5,9,22,29,Floor 2,Block Specialty Tower,1445645,1980122,Yes,14,Fully Operational,4.2
DEPT0839,Pediatrics,Tirunelveli,Dr. Dinesh Raman,64,17,47,24,3,12,37,15,Floor 4,Block Specialty Tower,1084402,1332540,No,62,Fully Operational,4.1
DEPT0840,Pathology & Lab,Chennai (Adyar),Dr. Murugan Kumar,46,37,9,4,2,11,48,14,Floor 3,Block Emergency Wing,573016,799356,No,74,Fully Operational,4.5
DEPT0841,Pediatric Surgery,Chennai (Main),Dr. Saravanan Sundaram,51,18,33,21,12,5,33,29,Floor 1,Block B,348838,522452,Yes,47,Fully Operational,4.1
DEPT0842,ENT,Thanjavur,Dr. Prakash Sundaram,59,29,30,12,9,19,48,8,Floor 1,Block A,594887,1081577,No,44,Fully Operational,4.3
DEPT0843,Pulmonology,Vellore,Dr. Siva Natarajan,109,106,3,24,17,19,53,9,Floor 2,Block A,1446747,1926814,Yes,65,Fully Operational,4.8
DEPT0844,Neurology,Madurai,Dr. Ashok Venkatesh,104,99,5,22,12,21,39,17,Floor 4,Block A,338079,474014,Yes,78,Fully Operational,4.2
DEPT0845,Ophthalmology,Coimbatore,Dr. Karthik Pandian,75,28,47,22,11,9,33,18,Floor 7,Block Emergency Wing,1293459,2080463,No,45,Fully Operational,4.4
DEPT0846,Ophthalmology,Coimbatore,Dr. Ashok Pandian,73,57,16,4,2,22,43,20,Floor 5,Block A,928759,1371012,Yes,42,Fully Operational,4.6
DEPT0847,Cardiothoracic Surgery,Thanjavur,Dr. Prakash Venkatesh,127,80,47,21,11,19,50,23,Floor 7,Block D,932551,1711739,Yes,75,Fully Operational,4.5
DEPT0848,Emergency & ICU,Chennai (Main),Dr. Ashok Sundaram,129,101,28,4,2,16,51,25,Floor 4,Block B,542723,921112,Yes,70,Fully Operational,4.6
DEPT0849,Neurology,Chennai (Main),Dr. Dinesh Srinivasan,149,140,9,18,12,9,45,29,Floor 3,Block Specialty Tower,1073317,1681182,Yes,16,Fully Operational,4.6
DEPT0850,Endocrinology,Chennai (Adyar),Dr. Prabhu Natarajan,43,10,33,12,7,12,29,22,Floor 2,Block Specialty Tower,401967,466684,Yes,76,Fully Operational,4.4
DEPT0851,Orthopedics,Thanjavur,Dr. Saravanan Raman,95,93,2,5,3,24,39,27,Floor 1,Block Emergency Wing,473453,798170,No,71,Fully Operational,4.2
DEPT0852,Cardiology,Salem,Dr. Ashok Balaji,133,120,13,14,7,17,56,26,Floor 6,Block Emergency Wing,814938,1231728,No,32,Fully Operational,5
DEPT0853,Cardiothoracic Surgery,Tirunelveli,Dr. Vijay Kumar,93,70,23,18,15,23,19,11,Floor 7,Block Emergency Wing,683094,786133,Yes,64,Fully Operational,5
DEPT0854,Emergency & ICU,Thanjavur,Dr. Ashok Srinivasan,116,109,7,24,14,12,59,22,Floor 4,Block D,585356,705399,Yes,41,Fully Operational,4.4
DEPT0855,Emergency & ICU,Tiruchirappalli,Dr. Kannan Venkatesh,134,29,105,11,10,23,34,22,Floor 2,Block Specialty Tower,1262217,2054984,Yes,20,Fully Operational,4.8
DEPT0856,Gynecology & Obstetrics,Tirunelveli,Dr. Karthik Natarajan,106,37,69,17,5,9,29,13,Floor 6,Block Specialty Tower,446104,684029,Yes,81,Fully Operational,4.6
DEPT0857,Oncology,Erode,Dr. Aravind Murugesan,92,60,32,8,2,24,17,26,Floor 5,Block Specialty Tower,637282,1155737,Yes,81,Fully Operational,4.4
DEPT0858,Psychiatry,Thanjavur,Dr. Mani Sundaram,46,25,21,4,3,23,17,13,Floor 4,Block D,692963,1194995,Yes,26,Fully Operational,4.9
DEPT0859,Vascular Surgery,Madurai,Dr. Prakash Natarajan,127,103,24,11,7,14,43,15,Floor 6,Block A,835539,1298016,No,69,Fully Operational,4.9
DEPT0860,Plastic Surgery,Erode,Dr. Senthil Subramanian,145,45,100,12,7,5,19,16,Floor 5,Block Specialty Tower,1394633,1632000,Yes,52,Fully Operational,4.2
DEPT0861,Endocrinology,Erode,Dr. Ramesh Chandran,80,51,29,13,3,8,22,21,Floor 1,Block Emergency Wing,698231,844636,Yes,73,Inspection Due,4.4
DEPT0862,Endocrinology,Tirunelveli,Dr. Karthik Subramanian,134,27,107,6,5,23,39,20,Floor 7,Block B,1478350,2521528,Yes,48,Fully Operational,4.7
DEPT0863,Vascular Surgery,Madurai,Dr. Suresh Rajesh,82,58,24,13,9,21,45,28,Floor 2,Block Specialty Tower,834968,990408,Yes,21,Fully Operational,4.2
DEPT0864,ENT,Tiruchirappalli,Dr. Sundar Rajesh,74,57,17,18,8,19,59,13,Floor 7,Block A,346659,603965,Yes,36,Fully Operational,4.4
DEPT0865,Anaesthesiology,Salem,Dr. Ganesh Krishnan,48,43,5,7,2,19,59,27,Floor 2,Block D,1358162,2258685,Yes,17,Fully Operational,4.2
DEPT0866,Orthopedics,Chennai (Adyar),Dr. Senthil Venkatesh,130,68,62,17,7,19,28,14,Floor 2,Block Emergency Wing,364873,653547,No,38,Fully Operational,4.7
DEPT0867,Gastroenterology,Vellore,Dr. Prabhu Chandran,43,40,3,6,2,7,40,25,Floor 1,Block D,778921,1062636,Yes,41,Fully Operational,5
DEPT0868,Cardiology,Coimbatore,Dr. Arun Chelliah,124,44,80,8,4,11,20,21,Floor 5,Block A,473625,666367,Yes,81,Fully Operational,4.3
DEPT0869,Neurology,Chennai (Main),Dr. Dinesh Chelliah,128,120,8,4,3,7,19,12,Floor 4,Block A,660372,931996,No,17,Fully Operational,4.4
DEPT0870,Neurology,Coimbatore,Dr. Saravanan Rajesh,108,62,46,23,20,16,15,14,Floor 1,Block B,1273738,2104714,Yes,38,Under Maintenance,4.3
DEPT0871,Psychiatry,Chennai (Adyar),Dr. Ganesh Chandran,69,32,37,24,23,19,35,27,Floor 7,Block D,1386356,2120973,No,60,Fully Operational,4.4
DEPT0872,Psychiatry,Chennai (Adyar),Dr. Suresh Rajesh,88,15,73,24,23,9,21,8,Floor 5,Block C,588384,790114,Yes,12,Fully Operational,4.4
DEPT0873,Ophthalmology,Tiruchirappalli,Dr. Suresh Pandian,93,36,57,9,6,12,59,25,Floor 7,Block D,669956,1237470,Yes,55,Inspection Due,4.4
DEPT0874,Nephrology,Salem,Dr. Ashok Kumar,149,53,96,12,11,22,20,11,Floor 7,Block B,1146444,1381046,Yes,53,Fully Operational,4.2
DEPT0875,Radiology & Imaging,Chennai (Adyar),Dr. Aravind Rajesh,99,83,16,20,16,23,23,11,Floor 7,Block C,387087,592220,No,16,Under Maintenance,4.1
DEPT0876,Pulmonology,Chennai (Main),Dr. Dinesh Balaji,131,122,9,6,4,10,45,13,Floor 7,Block C,661949,978126,Yes,31,Inspection Due,5
DEPT0877,Anaesthesiology,Erode,Dr. Siva Venkatesh,60,38,22,14,6,7,45,21,Floor 3,Block A,1086360,1531574,Yes,53,Fully Operational,4.6
DEPT0878,Plastic Surgery,Chennai (Main),Dr. Dinesh Raman,119,13,106,11,3,18,39,22,Floor 4,Block A,1024353,1229551,Yes,18,Fully Operational,5
DEPT0879,Anaesthesiology,Chennai (Main),Dr. Prakash Kumar,113,64,49,9,5,22,15,10,Floor 7,Block D,1260905,1748843,Yes,83,Under Maintenance,4.9
DEPT0880,Pediatrics,Vellore,Dr. Ganesh Sundaram,129,73,56,11,7,24,39,23,Floor 4,Block A,527977,755847,No,69,Fully Operational,4.5
DEPT0881,Gynecology & Obstetrics,Salem,Dr. Saravanan Srinivasan,92,75,17,15,5,18,33,27,Floor 7,Block C,551536,808811,No,37,Fully Operational,4.7
DEPT0882,Vascular Surgery,Erode,Dr. Saravanan Krishnan,83,51,32,11,7,19,26,13,Floor 4,Block D,634132,1037980,Yes,17,Fully Operational,4.4
DEPT0883,Gynecology & Obstetrics,Tiruchirappalli,Dr. Murugan Ganesan,46,35,11,18,9,21,56,27,Floor 6,Block A,672335,1232780,Yes,46,Fully Operational,4.1
DEPT0884,Cardiothoracic Surgery,Tirunelveli,Dr. Senthil Srinivasan,142,120,22,20,2,13,36,21,Floor 4,Block Emergency Wing,833893,1052871,Yes,13,Fully Operational,4.7
DEPT0885,Cardiology,Coimbatore,Dr. Siva Balaji,93,34,59,18,7,24,16,22,Floor 4,Block D,730754,1305188,Yes,23,Fully Operational,4.4
DEPT0886,Cardiology,Coimbatore,Dr. Ganesh Subramanian,75,67,8,12,8,20,17,27,Floor 4,Block B,633175,732623,Yes,76,Inspection Due,4.2
DEPT0887,ENT,Vellore,Dr. Dinesh Swaminathan,92,76,16,7,6,16,35,16,Floor 1,Block Specialty Tower,1353414,2068078,Yes,73,Fully Operational,4.8
DEPT0888,Psychiatry,Tirunelveli,Dr. Sundar Subramanian,121,20,101,15,3,6,37,8,Floor 7,Block B,425812,597007,Yes,18,Fully Operational,4.7
DEPT0889,Pulmonology,Tiruchirappalli,Dr. Siva Raman,102,42,60,7,4,24,23,15,Floor 5,Block D,1097118,1395959,No,47,Inspection Due,4.5
DEPT0890,ENT,Coimbatore,Dr. Aravind Ganesan,147,120,27,10,4,8,35,16,Floor 6,Block B,865438,1088540,Yes,30,Fully Operational,4.6
DEPT0891,Urology,Erode,Dr. Anand Venkatesh,127,67,60,21,5,19,48,9,Floor 2,Block C,366141,486022,Yes,28,Under Maintenance,4.9
DEPT0892,Radiology & Imaging,Coimbatore,Dr. Mani Rajesh,93,15,78,20,15,18,34,20,Floor 3,Block D,1279298,2283188,No,54,Fully Operational,4.3
DEPT0893,Orthopedics,Madurai,Dr. Mani Raman,123,63,60,24,16,21,46,17,Floor 1,Block Specialty Tower,809740,1029622,Yes,12,Fully Operational,4.5
DEPT0894,Nephrology,Madurai,Dr. Prabhu Srinivasan,139,108,31,10,3,7,16,22,Floor 1,Block A,842353,1479804,Yes,21,Fully Operational,4.7
DEPT0895,ENT,Chennai (Adyar),Dr. Arun Chandran,70,42,28,7,6,23,57,20,Floor 7,Block Emergency Wing,675360,937785,No,36,Fully Operational,4.7
DEPT0896,Endocrinology,Tirunelveli,Dr. Ashok Kumar,127,88,39,6,5,16,51,24,Floor 7,Block Specialty Tower,1387881,1695325,Yes,15,Fully Operational,4.9
DEPT0897,Neurology,Vellore,Dr. Ashok Krishnan,95,16,79,22,18,17,40,9,Floor 4,Block B,1296497,1973895,Yes,33,Fully Operational,4.3
DEPT0898,Vascular Surgery,Tiruchirappalli,Dr. Senthil Natarajan,94,86,8,8,5,18,52,29,Floor 1,Block A,872569,1571098,Yes,63,Fully Operational,4.9
DEPT0899,Gynecology & Obstetrics,Vellore,Dr. Suresh Swaminathan,83,79,4,4,2,20,29,9,Floor 1,Block C,1341788,2021242,Yes,10,Fully Operational,4.2
DEPT0900,Anaesthesiology,Madurai,Dr. Prakash Balaji,53,22,31,23,10,13,26,17,Floor 6,Block B,869505,1127601,Yes,15,Under Maintenance,4.4
DEPT0901,Rheumatology,Erode,Dr. Ganesh Murugesan,49,18,31,22,2,8,17,17,Floor 4,Block B,1370213,2154292,Yes,39,Fully Operational,4.7
DEPT0902,ENT,Erode,Dr. Anand Kumar,68,45,23,21,13,21,23,26,Floor 6,Block Specialty Tower,664413,1090584,Yes,63,Fully Operational,4.1
DEPT0903,Vascular Surgery,Tirunelveli,Dr. Siva Venkatesh,111,96,15,14,3,10,26,22,Floor 4,Block Specialty Tower,1261800,2110662,Yes,81,Fully Operational,4.3
DEPT0904,Gynecology & Obstetrics,Coimbatore,Dr. Senthil Natarajan,82,38,44,13,3,13,38,10,Floor 7,Block C,995089,1625621,Yes,38,Fully Operational,4.4
DEPT0905,Endocrinology,Thanjavur,Dr. Siva Chandran,59,23,36,16,15,12,27,22,Floor 3,Block A,432053,631332,No,12,Fully Operational,4
DEPT0906,Oncology,Erode,Dr. Anand Balaji,119,51,68,24,11,10,36,24,Floor 5,Block Specialty Tower,362979,462448,Yes,71,Fully Operational,4.3
DEPT0907,Rheumatology,Tiruchirappalli,Dr. Vijay Kumar,101,99,2,22,3,13,59,25,Floor 1,Block B,993032,1610334,No,67,Fully Operational,4.1
DEPT0908,Orthopedics,Vellore,Dr. Senthil Raman,143,95,48,11,8,23,54,17,Floor 1,Block A,1013708,1799809,No,50,Fully Operational,4.4
DEPT0909,Urology,Vellore,Dr. Suresh Venkatesh,80,18,62,11,9,7,27,26,Floor 2,Block A,525743,738586,Yes,75,Fully Operational,4.9
DEPT0910,Plastic Surgery,Chennai (Main),Dr. Dinesh Sundaram,59,14,45,10,3,15,46,25,Floor 3,Block B,701252,1005773,No,77,Under Maintenance,4.7
DEPT0911,Pulmonology,Salem,Dr. Vignesh Swaminathan,84,67,17,7,3,13,32,24,Floor 2,Block A,787702,1440665,Yes,46,Fully Operational,4.5
DEPT0912,Nephrology,Thanjavur,Dr. Suresh Pandian,83,26,57,16,5,20,56,28,Floor 2,Block B,1434942,1982014,Yes,42,Inspection Due,4.7
DEPT0913,Oncology,Thanjavur,Dr. Anand Raman,143,48,95,12,11,16,29,22,Floor 4,Block D,1233750,1815469,Yes,56,Fully Operational,4.9
DEPT0914,Anaesthesiology,Chennai (Main),Dr. Sundar Subramanian,108,106,2,4,2,10,51,9,Floor 1,Block Emergency Wing,1391706,2284554,Yes,56,Fully Operational,4.7
DEPT0915,Neurology,Chennai (Adyar),Dr. Ganesh Rajesh,147,139,8,18,15,14,36,15,Floor 1,Block Emergency Wing,580199,878674,Yes,54,Fully Operational,4.8
DEPT0916,Oncology,Coimbatore,Dr. Mani Murugesan,44,36,8,9,7,12,53,28,Floor 2,Block Specialty Tower,490606,849732,Yes,41,Fully Operational,4.3
DEPT0917,Urology,Chennai (Adyar),Dr. Ramesh Krishnan,50,41,9,11,5,5,54,15,Floor 3,Block C,1361757,1910226,No,33,Fully Operational,4.5
DEPT0918,Pulmonology,Madurai,Dr. Arun Ganesan,85,84,1,16,13,11,24,8,Floor 5,Block Emergency Wing,905848,1597384,Yes,75,Under Maintenance,4.7
DEPT0919,Pulmonology,Coimbatore,Dr. Mani Krishnan,117,76,41,19,2,16,44,21,Floor 3,Block Specialty Tower,719794,1303685,Yes,59,Fully Operational,4.4
DEPT0920,Oncology,Madurai,Dr. Anand Ganesan,45,27,18,11,6,19,17,9,Floor 7,Block A,963399,1129721,Yes,38,Fully Operational,4.9
DEPT0921,Vascular Surgery,Tirunelveli,Dr. Murugan Krishnan,121,45,76,22,14,24,35,9,Floor 3,Block A,376313,689277,Yes,60,Inspection Due,4.9
DEPT0922,Emergency & ICU,Vellore,Dr. Ramesh Subramanian,139,73,66,22,13,17,39,11,Floor 1,Block D,542174,738402,Yes,14,Under Maintenance,4.4
DEPT0923,Rheumatology,Salem,Dr. Ramesh Raman,45,25,20,5,4,5,44,18,Floor 4,Block Emergency Wing,1186358,2145418,No,11,Fully Operational,4.5
DEPT0924,Psychiatry,Chennai (Main),Dr. Dinesh Krishnan,144,36,108,8,5,17,33,17,Floor 4,Block A,808365,1269742,Yes,84,Under Maintenance,5
DEPT0925,Dermatology,Erode,Dr. Siva Krishnan,114,67,47,19,12,20,37,19,Floor 3,Block C,534625,977328,Yes,33,Under Maintenance,4.4
DEPT0926,Plastic Surgery,Chennai (Adyar),Dr. Sundar Raman,41,10,31,23,3,13,55,23,Floor 3,Block C,1148677,1509959,Yes,39,Fully Operational,4.2
DEPT0927,Plastic Surgery,Salem,Dr. Suresh Pandian,138,13,125,13,4,10,15,15,Floor 1,Block Specialty Tower,1241650,1443919,Yes,40,Fully Operational,4.2
DEPT0928,Orthopedics,Vellore,Dr. Ashok Venkatesh,84,68,16,21,13,16,47,27,Floor 1,Block Emergency Wing,1189147,1577625,Yes,58,Fully Operational,4.8
DEPT0929,Vascular Surgery,Thanjavur,Dr. Ramesh Balaji,111,71,40,11,9,13,17,29,Floor 5,Block D,1450675,2254520,Yes,14,Fully Operational,4.1
DEPT0930,Gynecology & Obstetrics,Madurai,Dr. Arun Ganesan,101,11,90,15,4,6,28,23,Floor 5,Block B,575631,899975,No,38,Fully Operational,4.4
DEPT0931,Cardiothoracic Surgery,Tirunelveli,Dr. Anand Krishnan,148,77,71,17,11,14,24,19,Floor 2,Block B,1333622,1601135,Yes,62,Fully Operational,4
DEPT0932,Orthopedics,Chennai (Main),Dr. Mani Ganesan,125,55,70,16,15,13,40,9,Floor 3,Block A,595206,897927,No,32,Fully Operational,4
DEPT0933,Pulmonology,Erode,Dr. Dinesh Sundaram,40,37,3,20,16,18,28,17,Floor 2,Block C,686757,1178768,Yes,46,Fully Operational,4.9
DEPT0934,Pediatrics,Chennai (Main),Dr. Prakash Pandian,109,32,77,11,3,19,37,29,Floor 1,Block Specialty Tower,953114,1197052,No,18,Fully Operational,4.2
DEPT0935,ENT,Madurai,Dr. Mani Pandian,121,105,16,20,17,17,50,11,Floor 5,Block Specialty Tower,1004991,1852526,No,55,Fully Operational,4.3
DEPT0936,Radiology & Imaging,Coimbatore,Dr. Senthil Kumar,149,54,95,7,4,19,29,9,Floor 3,Block B,668406,806504,Yes,80,Fully Operational,4.3
DEPT0937,Plastic Surgery,Erode,Dr. Prakash Raman,137,121,16,5,4,10,15,18,Floor 2,Block B,508990,925541,Yes,60,Fully Operational,4.5
DEPT0938,General Medicine,Tirunelveli,Dr. Prabhu Raman,56,34,22,13,7,9,54,15,Floor 6,Block Emergency Wing,412620,638630,No,12,Under Maintenance,4.9
DEPT0939,Psychiatry,Chennai (Main),Dr. Vignesh Swaminathan,123,60,63,20,3,7,49,13,Floor 2,Block Specialty Tower,923761,1244046,Yes,42,Under Maintenance,4.8
DEPT0940,General Medicine,Tiruchirappalli,Dr. Anand Murugesan,134,117,17,23,3,20,29,20,Floor 2,Block D,852561,1462959,No,34,Fully Operational,4
DEPT0941,Gastroenterology,Vellore,Dr. Sundar Rajesh,92,52,40,9,3,12,17,9,Floor 3,Block Specialty Tower,917064,1432754,Yes,37,Fully Operational,4.2
DEPT0942,Psychiatry,Madurai,Dr. Prabhu Subramanian,68,25,43,24,16,6,49,29,Floor 4,Block D,1252573,2156647,Yes,50,Inspection Due,4.4
DEPT0943,Nephrology,Tirunelveli,Dr. Ashok Pandian,128,41,87,22,4,16,49,22,Floor 1,Block B,432639,505264,Yes,78,Fully Operational,4.5
DEPT0944,Pulmonology,Coimbatore,Dr. Dinesh Balaji,76,64,12,12,2,24,47,15,Floor 3,Block B,569283,817368,Yes,72,Inspection Due,4.8
DEPT0945,Cardiothoracic Surgery,Erode,Dr. Kannan Rajesh,44,21,23,16,7,12,29,20,Floor 1,Block Specialty Tower,1057758,1514186,Yes,10,Inspection Due,4.3
DEPT0946,ENT,Salem,Dr. Senthil Ganesan,83,15,68,11,6,14,58,24,Floor 6,Block A,453033,526632,Yes,71,Fully Operational,4.9
DEPT0947,Cardiology,Chennai (Main),Dr. Senthil Balaji,50,27,23,18,10,16,43,25,Floor 5,Block Emergency Wing,1376956,2080601,Yes,11,Fully Operational,4.7
DEPT0948,Cardiology,Coimbatore,Dr. Karthik Srinivasan,130,63,67,16,8,24,49,16,Floor 5,Block Specialty Tower,1092976,1820401,No,40,Fully Operational,4
DEPT0949,Ophthalmology,Chennai (Adyar),Dr. Ganesh Krishnan,135,62,73,19,6,16,42,13,Floor 6,Block B,1094895,1420448,Yes,50,Fully Operational,4.2
DEPT0950,Urology,Vellore,Dr. Vijay Swaminathan,121,86,35,8,4,6,25,8,Floor 5,Block Specialty Tower,1062129,1903699,Yes,81,Fully Operational,4.2
DEPT0951,Pulmonology,Coimbatore,Dr. Karthik Chandran,132,81,51,4,3,13,33,28,Floor 1,Block Emergency Wing,926264,1292604,Yes,42,Fully Operational,5
DEPT0952,Plastic Surgery,Chennai (Main),Dr. Ganesh Subramanian,54,15,39,8,6,22,42,10,Floor 3,Block Specialty Tower,1224577,2046165,No,35,Fully Operational,4.6
DEPT0953,Urology,Thanjavur,Dr. Aravind Venkatesh,124,57,67,11,3,11,33,14,Floor 7,Block Specialty Tower,558432,682384,Yes,47,Fully Operational,4.4
